id,municipio,IDHM,IDHM Renda,IDHM Longevidade,IDHM Educacao
4081 ,Correntina (BA),"0,603","0,575","0,792","0,481"
4081 ,Barra do Ouro (TO),"0,603","0,557","0,760","0,517"
4081 ,Abaíra (BA),"0,603","0,577","0,746","0,510"
4081 ,Sanharó (PE),"0,603","0,564","0,758","0,514"
4081 ,Boquira (BA),"0,603","0,564","0,782","0,497"
4081 ,Pindaí (BA),"0,603","0,566","0,777","0,498"
4081 ,Duas Estradas (PB),"0,603","0,565","0,795","0,488"
4081 ,Sena Madureira (AC),"0,603","0,593","0,810","0,456"
4081 ,Franciscópolis (MG),"0,603","0,581","0,802","0,471"
4081 ,Pirambu (SE),"0,603","0,558","0,764","0,515"
4081 ,Olivedos (PB),"0,603","0,531","0,766","0,540"
4081 ,Ferros (MG),"0,603","0,625","0,821","0,428"
4081 ,Jericó (PB),"0,603","0,577","0,798","0,476"
4081 ,Senador Sá (CE),"0,603","0,528","0,735","0,565"
4081 ,Carrapateira (PB),"0,603","0,529","0,765","0,543"
4081 ,Paraú (RN),"0,603","0,582","0,721","0,522"
4081 ,Ipanguaçu (RN),"0,603","0,568","0,744","0,518"
4101 ,Jussiape (BA),"0,602","0,600","0,736","0,493"
4101 ,Araripina (PE),"0,602","0,595","0,785","0,467"
4101 ,Altaneira (CE),"0,602","0,547","0,774","0,515"
4101 ,Botumirim (MG),"0,602","0,540","0,782","0,517"
4101 ,Condado (PE),"0,602","0,581","0,713","0,527"
4101 ,Bom Jardim (PE),"0,602","0,552","0,767","0,515"
4101 ,Itabi (SE),"0,602","0,569","0,748","0,512"
4101 ,Gameleira (PE),"0,602","0,541","0,759","0,532"
4101 ,Nazária (PI),"0,602","0,546","0,780","0,512"
4101 ,Rio Espera (MG),"0,602","0,575","0,801","0,474"
4101 ,Lago dos Rodrigues (MA),"0,602","0,555","0,737","0,534"
4101 ,Ibititá (BA),"0,602","0,554","0,747","0,527"
4101 ,Lagoa de Itaenga (PE),"0,602","0,555","0,774","0,509"
4101 ,Colares (PA),"0,602","0,541","0,763","0,528"
4101 ,São Bento (MA),"0,602","0,525","0,762","0,545"
4101 ,Triunfo Potiguar (RN),"0,602","0,579","0,730","0,516"
4101 ,Rondon do Pará (PA),"0,602","0,606","0,788","0,457"
4101 ,Santana do Araguaia (PA),"0,602","0,591","0,774","0,478"
4101 ,Ribeirão (PE),"0,602","0,595","0,711","0,516"
4101 ,Barro Preto (BA),"0,602","0,576","0,744","0,508"
4101 ,Senador La Rocque (MA),"0,602","0,570","0,743","0,515"
4101 ,Caaporã (PB),"0,602","0,565","0,757","0,509"
4123 ,Itapiratins (TO),"0,601","0,611","0,796","0,446"
4123 ,Diogo de Vasconcelos (MG),"0,601","0,578","0,811","0,464"
4123 ,Acaraú (CE),"0,601","0,554","0,758","0,517"
4123 ,Jequeri (MG),"0,601","0,607","0,794","0,451"
4123 ,Ribeiro Gonçalves (PI),"0,601","0,568","0,787","0,485"
4123 ,Cipó (BA),"0,601","0,589","0,744","0,496"
4123 ,Dom Expedito Lopes (PI),"0,601","0,583","0,762","0,488"
4123 ,Taipas do Tocantins (TO),"0,601","0,578","0,798","0,470"
4123 ,Santa Cruz do Piauí (PI),"0,601","0,570","0,720","0,530"
4123 ,Bequimão (MA),"0,601","0,510","0,757","0,561"
4123 ,Pereiro (CE),"0,601","0,525","0,776","0,534"
4123 ,Águas Vermelhas (MG),"0,601","0,586","0,808","0,458"
4123 ,Nova Floresta (PB),"0,601","0,576","0,758","0,498"
4123 ,Mutuípe (BA),"0,601","0,618","0,751","0,467"
4123 ,Lagoa D'Anta (RN),"0,601","0,580","0,739","0,507"
4123 ,Reriutaba (CE),"0,601","0,560","0,761","0,509"
4123 ,Jucurutu (RN),"0,601","0,583","0,755","0,492"
4123 ,Alto Santo (CE),"0,601","0,563","0,774","0,499"
4123 ,Ribeira do Pombal (BA),"0,601","0,599","0,704","0,515"
4123 ,Cotriguaçu (MT),"0,601","0,623","0,825","0,423"
4123 ,Cândido Sales (BA),"0,601","0,565","0,798","0,482"
4144 ,Alcântaras (CE),"0,600","0,549","0,751","0,524"
4144 ,Rio Sono (TO),"0,600","0,574","0,779","0,482"
4144 ,Paulistana (PI),"0,600","0,596","0,767","0,472"
4144 ,Coribe (BA),"0,600","0,545","0,807","0,491"
4144 ,Coronel Domingos Soares (PR),"0,600","0,609","0,792","0,447"
4144 ,Wanderley (BA),"0,600","0,569","0,764","0,498"
4144 ,Feira Nova (PE),"0,600","0,581","0,807","0,460"
4144 ,Barão de Melgaço (MT),"0,600","0,598","0,820","0,440"
4144 ,Santo André (PB),"0,600","0,568","0,797","0,476"
4144 ,Piquet Carneiro (CE),"0,600","0,530","0,779","0,523"
4144 ,Itiruçu (BA),"0,600","0,588","0,762","0,482"
4144 ,Nossa Senhora das Dores (SE),"0,600","0,579","0,749","0,497"
4144 ,Inácio Martins (PR),"0,600","0,623","0,765","0,454"
4144 ,Moreilândia (PE),"0,600","0,522","0,768","0,540"
4144 ,São Pedro dos Crentes (MA),"0,600","0,558","0,738","0,524"
4144 ,São Geraldo da Piedade (MG),"0,600","0,625","0,774","0,447"
4144 ,Chorrochó (BA),"0,600","0,552","0,779","0,503"
4144 ,Cidelândia (MA),"0,600","0,562","0,728","0,529"
4144 ,Catas Altas da Noruega (MG),"0,600","0,588","0,799","0,460"
4144 ,Itinga (MG),"0,600","0,559","0,797","0,484"
4144 ,Assaré (CE),"0,600","0,573","0,783","0,482"
4144 ,Piranga (MG),"0,600","0,585","0,799","0,461"
4144 ,Bragança (PA),"0,600","0,589","0,755","0,486"
4167 ,Martinópole (CE),"0,599","0,541","0,760","0,522"
4167 ,Tasso Fragoso (MA),"0,599","0,562","0,777","0,491"
4167 ,Capela do Alto Alegre (BA),"0,599","0,582","0,770","0,480"
4167 ,Gavião (BA),"0,599","0,566","0,747","0,508"
4167 ,Iraquara (BA),"0,599","0,548","0,749","0,523"
4167 ,Santa Luzia do Paruá (MA),"0,599","0,583","0,723","0,510"
4167 ,Peri Mirim (MA),"0,599","0,506","0,744","0,572"
4167 ,Malhada dos Bois (SE),"0,599","0,560","0,722","0,531"
4167 ,Pedra Branca (PB),"0,599","0,532","0,761","0,532"
4167 ,Mansidão (BA),"0,599","0,503","0,752","0,568"
4167 ,Tanque Novo (BA),"0,599","0,583","0,778","0,474"
4167 ,Lafaiete Coutinho (BA),"0,599","0,576","0,771","0,483"
4167 ,Mãe do Rio (PA),"0,599","0,615","0,763","0,458"
4167 ,Cravolândia (BA),"0,599","0,559","0,765","0,503"
4167 ,Hugo Napoleão (PI),"0,599","0,528","0,776","0,524"
4167 ,Boa Ventura (PB),"0,599","0,566","0,790","0,480"
4167 ,Padre Carvalho (MG),"0,599","0,575","0,795","0,471"
4167 ,Alagoinha (PE),"0,599","0,569","0,801","0,472"
4167 ,Agricolândia (PI),"0,599","0,550","0,742","0,526"
4167 ,Itabela (BA),"0,599","0,614","0,751","0,465"
4167 ,Itapecuru Mirim (MA),"0,599","0,534","0,747","0,539"
4167 ,Barro (CE),"0,599","0,556","0,758","0,510"
4167 ,Itajuípe (BA),"0,599","0,609","0,759","0,466"
4167 ,Porto Estrela (MT),"0,599","0,571","0,804","0,467"
4167 ,Antonina do Norte (CE),"0,599","0,550","0,772","0,506"
4167 ,Bandeira (MG),"0,599","0,583","0,811","0,454"
4167 ,Chã Grande (PE),"0,599","0,603","0,803","0,443"
4167 ,Itapé (BA),"0,599","0,574","0,761","0,491"
4167 ,Terra Nova (PE),"0,599","0,545","0,741","0,533"
4167 ,Xapuri (AC),"0,599","0,621","0,773","0,448"
4167 ,Parnamirim (PE),"0,599","0,556","0,776","0,499"
4198 ,São João Batista (MA),"0,598","0,493","0,752","0,577"
4198 ,Chapada do Norte (MG),"0,598","0,571","0,798","0,469"
4198 ,Altinho (PE),"0,598","0,559","0,792","0,482"
4198 ,Seringueiras (RO),"0,598","0,644","0,779","0,427"
4198 ,Jucás (CE),"0,598","0,541","0,772","0,511"
4198 ,Nossa Senhora de Lourdes (SE),"0,598","0,560","0,719","0,532"
4198 ,Monte das Gameleiras (RN),"0,598","0,560","0,752","0,509"
4198 ,Serrinha dos Pintos (RN),"0,598","0,555","0,782","0,492"
4198 ,Antônio Gonçalves (BA),"0,598","0,580","0,741","0,498"
4198 ,Belmonte (BA),"0,598","0,577","0,771","0,480"
4198 ,Santa Maria do Pará (PA),"0,598","0,595","0,764","0,471"
4198 ,Amarante (PI),"0,598","0,574","0,750","0,497"
4198 ,Boa Viagem (CE),"0,598","0,553","0,768","0,504"
4198 ,Santaluz (BA),"0,598","0,559","0,764","0,500"
4198 ,Urandi (BA),"0,598","0,595","0,766","0,469"
4198 ,Pombos (PE),"0,598","0,584","0,790","0,463"
4198 ,Iguaraci (PE),"0,598","0,580","0,770","0,480"
4215 ,Serra Negra do Norte (RN),"0,597","0,578","0,787","0,468"
4215 ,Tanquinho (BA),"0,597","0,567","0,768","0,488"
4215 ,São Domingos (GO),"0,597","0,576","0,830","0,445"
4215 ,Lagoa Grande (PE),"0,597","0,581","0,705","0,520"
4215 ,Frutuoso Gomes (RN),"0,597","0,565","0,737","0,512"
4215 ,Cariús (CE),"0,597","0,546","0,751","0,519"
4215 ,Hidrolândia (CE),"0,597","0,549","0,775","0,499"
4215 ,Sirinhaém (PE),"0,597","0,568","0,763","0,492"
4215 ,Angelândia (MG),"0,597","0,594","0,756","0,473"
4215 ,Santa Luzia do Norte (AL),"0,597","0,580","0,770","0,477"
4215 ,Morro do Pilar (MG),"0,597","0,622","0,809","0,422"
4215 ,Lagoinha do Piauí (PI),"0,597","0,561","0,776","0,488"
4215 ,Fernando Pedroza (RN),"0,597","0,565","0,727","0,519"
4215 ,Nova Fátima (BA),"0,597","0,575","0,738","0,501"
4215 ,Aguiar (PB),"0,597","0,632","0,753","0,447"
4215 ,Bom Jesus (PB),"0,597","0,584","0,762","0,477"
4215 ,Novo Horizonte (BA),"0,597","0,558","0,757","0,503"
4215 ,Materlândia (MG),"0,597","0,557","0,769","0,497"
4215 ,Maribondo (AL),"0,597","0,581","0,751","0,487"
4215 ,Brejões (BA),"0,597","0,560","0,775","0,490"
4215 ,Brejo do Cruz (PB),"0,597","0,575","0,798","0,463"
4215 ,Flores de Goiás (GO),"0,597","0,583","0,799","0,457"
4215 ,Magalhães Barata (PA),"0,597","0,524","0,801","0,507"
4238 ,Central (BA),"0,596","0,540","0,728","0,538"
4238 ,Cariré (CE),"0,596","0,537","0,749","0,526"
4238 ,Vitória do Mearim (MA),"0,596","0,540","0,733","0,534"
4238 ,Manaquiri (AM),"0,596","0,556","0,748","0,510"
4238 ,Upanema (RN),"0,596","0,542","0,758","0,516"
4238 ,São Braz do Piauí (PI),"0,596","0,533","0,771","0,514"
4238 ,Lapão (BA),"0,596","0,550","0,755","0,510"
4238 ,Machadinho D'Oeste (RO),"0,596","0,629","0,755","0,446"
4238 ,Colinas (MA),"0,596","0,571","0,709","0,524"
4238 ,Muricilândia (TO),"0,596","0,543","0,745","0,524"
4238 ,Padre Paraíso (MG),"0,596","0,556","0,797","0,478"
4238 ,Cocos (BA),"0,596","0,558","0,805","0,471"
4238 ,Cacimba de Areia (PB),"0,596","0,553","0,771","0,497"
4238 ,Governador Jorge Teixeira (RO),"0,596","0,627","0,762","0,444"
4238 ,Vitória do Xingu (PA),"0,596","0,594","0,792","0,451"
4238 ,Piracuruca (PI),"0,596","0,575","0,770","0,478"
4238 ,Novo Jardim (TO),"0,596","0,559","0,730","0,520"
4255 ,João Câmara (RN),"0,595","0,600","0,724","0,484"
4255 ,Ponto dos Volantes (MG),"0,595","0,564","0,781","0,478"
4255 ,Presidente Kubitschek (MG),"0,595","0,573","0,787","0,468"
4255 ,Itacuruba (PE),"0,595","0,567","0,712","0,523"
4255 ,Arauá (SE),"0,595","0,550","0,783","0,490"
4255 ,Solânea (PB),"0,595","0,592","0,762","0,468"
4255 ,Serra do Ramalho (BA),"0,595","0,530","0,775","0,512"
4255 ,Granito (PE),"0,595","0,543","0,773","0,502"
4255 ,Santa Rosa do Tocantins (TO),"0,595","0,574","0,780","0,471"
4255 ,Barras (PI),"0,595","0,558","0,779","0,485"
4255 ,São Geraldo do Araguaia (PA),"0,595","0,594","0,793","0,447"
4255 ,Trindade (PE),"0,595","0,602","0,768","0,455"
4255 ,Serrita (PE),"0,595","0,542","0,760","0,512"
4255 ,Alagoinha (PB),"0,595","0,574","0,795","0,462"
4255 ,Emas (PB),"0,595","0,554","0,773","0,492"
4255 ,Nova Nazaré (MT),"0,595","0,621","0,793","0,427"
4255 ,São Bento do Trairí (RN),"0,595","0,526","0,763","0,525"
4255 ,Zé Doca (MA),"0,595","0,559","0,745","0,505"
4255 ,Ouro Verde de Minas (MG),"0,595","0,582","0,789","0,459"
4255 ,Igarapé-Açu (PA),"0,595","0,579","0,743","0,490"
4255 ,Nova Palmeira (PB),"0,595","0,567","0,762","0,488"
4255 ,Eliseu Martins (PI),"0,595","0,616","0,742","0,462"
4255 ,Paranã (TO),"0,595","0,588","0,777","0,461"
4255 ,São Lourenço do Piauí (PI),"0,595","0,560","0,753","0,499"
4255 ,Acopiara (CE),"0,595","0,563","0,724","0,517"
4255 ,Jundiá (RN),"0,595","0,552","0,775","0,492"
4255 ,Codó (MA),"0,595","0,568","0,754","0,492"
4255 ,Pirpirituba (PB),"0,595","0,566","0,745","0,499"
4255 ,São Pedro do Piauí (PI),"0,595","0,553","0,776","0,492"
4284 ,Bertópolis (MG),"0,594","0,576","0,799","0,455"
4284 ,Carrasco Bonito (TO),"0,594","0,543","0,728","0,531"
4284 ,Batalha (AL),"0,594","0,563","0,752","0,496"
4284 ,Condado (PB),"0,594","0,573","0,769","0,476"
4284 ,Anísio de Abreu (PI),"0,594","0,534","0,768","0,512"
4284 ,Areia (PB),"0,594","0,593","0,756","0,467"
4284 ,Teodoro Sampaio (BA),"0,594","0,567","0,774","0,477"
4284 ,São Félix do Xingu (PA),"0,594","0,638","0,798","0,411"
4284 ,São Domingos do Araguaia (PA),"0,594","0,629","0,738","0,451"
4284 ,Varzelândia (MG),"0,594","0,546","0,806","0,477"
4284 ,Óbidos (PA),"0,594","0,556","0,756","0,499"
4284 ,Itororó (BA),"0,594","0,598","0,739","0,474"
4284 ,Tapiramutá (BA),"0,594","0,589","0,752","0,473"
4284 ,Bannach (PA),"0,594","0,635","0,784","0,420"
4284 ,Pintópolis (MG),"0,594","0,560","0,799","0,469"
4284 ,Normandia (RR),"0,594","0,520","0,801","0,502"
4284 ,Riacho de Santo Antônio (PB),"0,594","0,569","0,735","0,502"
4284 ,Santana dos Garrotes (PB),"0,594","0,568","0,772","0,479"
4284 ,Quiterianópolis (CE),"0,594","0,524","0,774","0,518"
4284 ,Custódia (PE),"0,594","0,607","0,706","0,489"
4284 ,São Julião (PI),"0,594","0,593","0,775","0,455"
4284 ,Ocara (CE),"0,594","0,524","0,771","0,519"
4284 ,Anamã (AM),"0,594","0,537","0,741","0,526"
4284 ,São Sebastião de Lagoa de Roça (PB),"0,594","0,561","0,795","0,471"
4284 ,Rio do Pires (BA),"0,594","0,568","0,767","0,481"
4309 ,Miravânia (MG),"0,593","0,544","0,781","0,492"
4309 ,Pedra Mole (SE),"0,593","0,599","0,698","0,499"
4309 ,Jardim do Mulato (PI),"0,593","0,532","0,711","0,550"
4309 ,João Dourado (BA),"0,593","0,573","0,709","0,513"
4309 ,Belém (AL),"0,593","0,587","0,764","0,464"
4309 ,Aragominas (TO),"0,593","0,611","0,739","0,461"
4309 ,Pão de Açúcar (AL),"0,593","0,536","0,793","0,491"
4309 ,Jacaraci (BA),"0,593","0,573","0,741","0,490"
4309 ,Buenos Aires (PE),"0,593","0,556","0,778","0,481"
4309 ,Glória (BA),"0,593","0,563","0,775","0,479"
4309 ,Diamante (PB),"0,593","0,562","0,748","0,496"
4309 ,Ubatã (BA),"0,593","0,586","0,788","0,452"
4309 ,Santa Terezinha (PE),"0,593","0,540","0,737","0,524"
4309 ,São Bento do Una (PE),"0,593","0,593","0,789","0,446"
4309 ,Carnaubal (CE),"0,593","0,536","0,760","0,513"
4309 ,Maraú (BA),"0,593","0,643","0,801","0,404"
4309 ,Comercinho (MG),"0,593","0,566","0,797","0,462"
4309 ,União dos Palmares (AL),"0,593","0,590","0,764","0,462"
4309 ,Campo Novo de Rondônia (RO),"0,593","0,667","0,772","0,404"
4309 ,Tacuru (MS),"0,593","0,615","0,782","0,434"
4309 ,São Miguel das Matas (BA),"0,593","0,568","0,783","0,468"
4309 ,Tamandaré (PE),"0,593","0,583","0,745","0,479"
4331 ,Santanópolis (BA),"0,592","0,561","0,746","0,496"
4331 ,Caridade (CE),"0,592","0,528","0,779","0,505"
4331 ,Santa Rosa de Lima (SE),"0,592","0,527","0,766","0,514"
4331 ,Brejolândia (BA),"0,592","0,533","0,746","0,523"
4331 ,Pedrinhas (SE),"0,592","0,568","0,750","0,486"
4331 ,Juruti (PA),"0,592","0,547","0,756","0,501"
4331 ,Nova Belém (MG),"0,592","0,563","0,768","0,481"
4331 ,Mazagão (AP),"0,592","0,609","0,758","0,449"
4331 ,Tartarugalzinho (AP),"0,592","0,553","0,794","0,473"
4331 ,Juvenília (MG),"0,592","0,535","0,776","0,501"
4331 ,Venturosa (PE),"0,592","0,570","0,751","0,484"
4331 ,Conceição do Tocantins (TO),"0,592","0,588","0,739","0,478"
4331 ,Fronteira dos Vales (MG),"0,592","0,556","0,813","0,460"
4331 ,Passira (PE),"0,592","0,559","0,763","0,487"
4331 ,Coração de Maria (BA),"0,592","0,558","0,762","0,489"
4331 ,Itapetim (PE),"0,592","0,598","0,704","0,494"
4331 ,Cupira (PE),"0,592","0,601","0,763","0,453"
4331 ,Barão de Grajaú (MA),"0,592","0,578","0,743","0,484"
4331 ,Araçoiaba (PE),"0,592","0,544","0,765","0,498"
4331 ,Agrestina (PE),"0,592","0,581","0,760","0,470"
4331 ,Alvarenga (MG),"0,592","0,589","0,798","0,441"
4331 ,Ingá (PB),"0,592","0,573","0,768","0,471"
4331 ,São Vicente Ferrer (MA),"0,592","0,504","0,762","0,541"
4331 ,Coremas (PB),"0,592","0,578","0,794","0,452"
4331 ,Conceição (PB),"0,592","0,577","0,754","0,476"
4331 ,Caiçara (PB),"0,592","0,580","0,733","0,488"
4331 ,Itaju do Colônia (BA),"0,592","0,570","0,724","0,502"
4331 ,Bom Sucesso (PB),"0,592","0,558","0,752","0,494"
4331 ,Belém (PB),"0,592","0,557","0,759","0,492"
4331 ,Viçosa (RN),"0,592","0,552","0,747","0,502"
4331 ,Tenente Ananias (RN),"0,592","0,570","0,779","0,468"
4331 ,Serrinha (RN),"0,592","0,547","0,757","0,502"
4331 ,Riachuelo (RN),"0,592","0,561","0,767","0,481"
4331 ,Souto Soares (BA),"0,592","0,533","0,734","0,530"
4331 ,Governador Dix-Sept Rosado (RN),"0,592","0,564","0,759","0,485"
4331 ,Brejinho (RN),"0,592","0,585","0,722","0,492"
4331 ,Antas (BA),"0,592","0,573","0,739","0,491"
4331 ,Alto Alegre dos Parecis (RO),"0,592","0,603","0,777","0,443"
4331 ,Miraíma (CE),"0,592","0,510","0,778","0,523"
4331 ,São Gabriel (BA),"0,592","0,550","0,704","0,537"
4331 ,Queimadas (BA),"0,592","0,550","0,764","0,493"
4372 ,Quixelô (CE),"0,591","0,548","0,725","0,520"
4372 ,Riacho de Santana (RN),"0,591","0,545","0,776","0,489"
4372 ,Ibiracatu (MG),"0,591","0,537","0,786","0,489"
4372 ,Mirandiba (PE),"0,591","0,512","0,769","0,525"
4372 ,Santana do Matos (RN),"0,591","0,559","0,767","0,482"
4372 ,Dom Basílio (BA),"0,591","0,547","0,783","0,482"
4372 ,São Miguel do Gostoso (RN),"0,591","0,558","0,790","0,468"
4372 ,Cuité (PB),"0,591","0,574","0,766","0,470"
4372 ,São Caitano (PE),"0,591","0,583","0,756","0,469"
4372 ,Presidente Médici (MA),"0,591","0,518","0,762","0,522"
4372 ,Ibicoara (BA),"0,591","0,583","0,731","0,484"
4372 ,Brejo Grande do Araguaia (PA),"0,591","0,588","0,743","0,473"
4372 ,São Miguel do Guamá (PA),"0,591","0,582","0,752","0,471"
4372 ,Regeneração (PI),"0,591","0,582","0,714","0,498"
4372 ,Jerumenha (PI),"0,591","0,569","0,787","0,461"
4372 ,Santana do Ipanema (AL),"0,591","0,579","0,770","0,463"
4372 ,Umari (CE),"0,591","0,535","0,778","0,497"
4372 ,São Miguel dos Milagres (AL),"0,591","0,545","0,752","0,504"
4372 ,Pocinhos (PB),"0,591","0,556","0,779","0,477"
4372 ,Iuiú (BA),"0,591","0,553","0,740","0,504"
4372 ,Candiba (BA),"0,591","0,578","0,743","0,481"
4372 ,Pires Ferreira (CE),"0,591","0,510","0,769","0,526"
4372 ,São José de Piranhas (PB),"0,591","0,594","0,755","0,461"
4395 ,Frei Gaspar (MG),"0,590","0,569","0,799","0,452"
4395 ,Utinga (BA),"0,590","0,597","0,706","0,487"
4395 ,Croatá (CE),"0,590","0,497","0,760","0,544"
4395 ,São Domingos do Azeitão (MA),"0,590","0,576","0,732","0,486"
4395 ,Santana do São Francisco (SE),"0,590","0,544","0,716","0,526"
4395 ,Paratinga (BA),"0,590","0,519","0,774","0,510"
4395 ,Pai Pedro (MG),"0,590","0,520","0,760","0,520"
4395 ,Cotegipe (BA),"0,590","0,545","0,746","0,504"
4395 ,Sapucaia (PA),"0,590","0,639","0,792","0,405"
4395 ,Pedras de Fogo (PB),"0,590","0,568","0,771","0,468"
4395 ,Ararendá (CE),"0,590","0,522","0,763","0,516"
4395 ,Porto do Mangue (RN),"0,590","0,558","0,732","0,504"
4395 ,Buriti Bravo (MA),"0,590","0,539","0,752","0,506"
4395 ,Montadas (PB),"0,590","0,545","0,748","0,505"
4395 ,Marcos Parente (PI),"0,590","0,580","0,717","0,494"
4395 ,Santa Maria (RN),"0,590","0,554","0,779","0,477"
4395 ,Canavieiras (BA),"0,590","0,596","0,796","0,434"
4395 ,Ipupiara (BA),"0,590","0,558","0,736","0,499"
4395 ,Mundo Novo (BA),"0,590","0,606","0,791","0,429"
4395 ,Serrolândia (BA),"0,590","0,560","0,721","0,508"
4395 ,Santa Maria da Boa Vista (PE),"0,590","0,564","0,773","0,472"
4416 ,Esplanada (BA),"0,589","0,589","0,740","0,469"
4416 ,Coronel Sapucaia (MS),"0,589","0,607","0,806","0,417"
4416 ,Lago da Pedra (MA),"0,589","0,561","0,724","0,502"
4416 ,Redenção do Gurguéia (PI),"0,589","0,557","0,766","0,478"
4416 ,Lagoa de Velhos (RN),"0,589","0,566","0,789","0,458"
4416 ,Lajeado Novo (MA),"0,589","0,561","0,738","0,494"
4416 ,Passagem (RN),"0,589","0,547","0,747","0,501"
4416 ,Baianópolis (BA),"0,589","0,543","0,763","0,492"
4416 ,Anguera (BA),"0,589","0,565","0,766","0,471"
4416 ,São Domingos do Cariri (PB),"0,589","0,603","0,773","0,438"
4416 ,Bujari (AC),"0,589","0,603","0,772","0,439"
4416 ,Conceição do Canindé (PI),"0,589","0,559","0,759","0,482"
4416 ,Dormentes (PE),"0,589","0,558","0,741","0,495"
4416 ,Theobroma (RO),"0,589","0,622","0,757","0,434"
4416 ,Neópolis (SE),"0,589","0,575","0,702","0,505"
4416 ,Paulo Jacinto (AL),"0,589","0,551","0,732","0,507"
4416 ,Monte Alegre (PA),"0,589","0,541","0,764","0,495"
4416 ,Frei Paulo (SE),"0,589","0,623","0,768","0,428"
4416 ,Uruará (PA),"0,589","0,609","0,798","0,420"
4416 ,Paraná (RN),"0,589","0,532","0,776","0,496"
4416 ,Tocantínia (TO),"0,589","0,570","0,782","0,459"
4416 ,Palestina do Pará (PA),"0,589","0,574","0,761","0,467"
4416 ,Piranhas (AL),"0,589","0,563","0,786","0,462"
4416 ,Olho D'Água das Cunhãs (MA),"0,589","0,551","0,754","0,491"
4416 ,Carnaubais (RN),"0,589","0,583","0,738","0,476"
4416 ,São Pedro (RN),"0,589","0,574","0,794","0,449"
4416 ,Itagibá (BA),"0,589","0,566","0,770","0,469"
4416 ,Bom Jesus do Tocantins (PA),"0,589","0,601","0,777","0,437"
4444 ,Luís Domingues (MA),"0,588","0,541","0,734","0,512"
4444 ,Afrânio (PE),"0,588","0,542","0,761","0,493"
4444 ,Carira (SE),"0,588","0,581","0,791","0,442"
4444 ,Caldeirão Grande do Piauí (PI),"0,588","0,561","0,744","0,486"
4444 ,Assis Brasil (AC),"0,588","0,578","0,770","0,456"
4444 ,São Domingos (SE),"0,588","0,572","0,756","0,471"
4444 ,Pedrão (BA),"0,588","0,534","0,775","0,490"
4444 ,Ataléia (MG),"0,588","0,592","0,813","0,423"
4444 ,Belterra (PA),"0,588","0,548","0,775","0,478"
4444 ,Morrinhos (CE),"0,588","0,524","0,760","0,511"
4444 ,Colônia do Piauí (PI),"0,588","0,570","0,772","0,462"
4444 ,Tailândia (PA),"0,588","0,583","0,776","0,450"
4444 ,Morro do Chapéu (BA),"0,588","0,554","0,766","0,478"
4444 ,Paranhos (MS),"0,588","0,566","0,811","0,444"
4444 ,Andorinha (BA),"0,588","0,586","0,731","0,474"
4444 ,Boca do Acre (AM),"0,588","0,576","0,777","0,455"
4444 ,Aramari (BA),"0,588","0,568","0,761","0,470"
4444 ,Urbano Santos (MA),"0,588","0,506","0,770","0,522"
4444 ,Feira da Mata (BA),"0,588","0,527","0,763","0,505"
4444 ,Camocim de São Félix (PE),"0,588","0,585","0,738","0,472"
4444 ,Urucurituba (AM),"0,588","0,538","0,776","0,487"
4444 ,Santa Luz (PI),"0,588","0,539","0,768","0,490"
4444 ,Maués (AM),"0,588","0,549","0,800","0,464"
4467 ,Santana do Acaraú (CE),"0,587","0,536","0,755","0,500"
4467 ,Castelo do Piauí (PI),"0,587","0,566","0,754","0,473"
4467 ,São Francisco (SE),"0,587","0,564","0,732","0,490"
4467 ,Pé de Serra (BA),"0,587","0,558","0,779","0,465"
4467 ,Guaraqueçaba (PR),"0,587","0,587","0,792","0,434"
4467 ,Dom Feliciano (RS),"0,587","0,633","0,818","0,390"
4467 ,Nossa Senhora da Glória (SE),"0,587","0,591","0,750","0,456"
4467 ,Paulista (PB),"0,587","0,587","0,747","0,461"
4467 ,Moita Bonita (SE),"0,587","0,596","0,792","0,429"
4467 ,Malhador (SE),"0,587","0,587","0,781","0,442"
4467 ,Wagner (BA),"0,587","0,573","0,737","0,479"
4467 ,Monte Horebe (PB),"0,587","0,579","0,755","0,463"
4467 ,Umirim (CE),"0,587","0,514","0,751","0,524"
4467 ,Presidente Vargas (MA),"0,587","0,470","0,768","0,560"
4467 ,Caiçara do Rio do Vento (RN),"0,587","0,553","0,734","0,499"
4467 ,Coronel Ezequiel (RN),"0,587","0,545","0,778","0,476"
4467 ,Joaíma (MG),"0,587","0,572","0,789","0,448"
4467 ,Tupiratins (TO),"0,587","0,601","0,791","0,425"
4467 ,Cachoeira dos Índios (PB),"0,587","0,583","0,766","0,453"
4467 ,Montezuma (MG),"0,587","0,587","0,809","0,425"
4467 ,Santarém Novo (PA),"0,587","0,520","0,774","0,502"
4467 ,Canarana (BA),"0,587","0,555","0,734","0,496"
4467 ,Nova União (RO),"0,587","0,608","0,753","0,442"
4467 ,Vera Cruz (RN),"0,587","0,558","0,735","0,494"
4467 ,Candeal (BA),"0,587","0,554","0,787","0,465"
4467 ,Poço Branco (RN),"0,587","0,562","0,766","0,471"
4467 ,Santa Teresinha (BA),"0,587","0,549","0,804","0,459"
4467 ,Nova Mamoré (RO),"0,587","0,619","0,769","0,424"
4495 ,Viçosa (AL),"0,586","0,554","0,758","0,478"
4495 ,Laje (BA),"0,586","0,548","0,764","0,480"
4495 ,Coari (AM),"0,586","0,606","0,780","0,425"
